Articles,Contributions,Source,Annotation1,Annotation2,Same/Not,Labels,,,,,,,,,,,,,,,,,,,
An approach for measuring semantic similarity between Wikipedia concepts using multiple inheritances,We present a new multiple inheritance-based SS approach called Neighborhood Ancestor Semantic Contribution (NASC),IPM,New Algorithm or Method or Technology,New Algorithm or Method or Technology,1,New Algorithm or Method or Technology,,,,,,,,,,,,,,,,,,,
An approach for measuring semantic similarity between Wikipedia concepts using multiple inheritances,We evaluate our methods in gold standard word similarity benchmarks,IPM,New Algorithm or Method or Technology,New Algorithm or Method or Technology,1,New Algorithm or Method or Technology,,,,,,,,,,,,,,,,,,,
Analyzing the topic distribution and evolution of foreign relations from parliamentary debates: A framework and case study,A framework for studying foreign relations is proposed and tested with British parliamentary texts,IPM,Theory Proposal,Theory Proposal,1,Theory Proposal,,,,,,,,,,,,,,,,,,,
Analyzing the topic distribution and evolution of foreign relations from parliamentary debates: A framework and case study,"The case study on UK-China relations contribute to deepen the understanding of international relations between the two countries, so as to provide valuable references and suggestions for the government and researchers.",IPM,Theory Proposal,Theory Proposal,1,Theory Proposal,,,,,,,,,,,,,,,,,,,
Incremental focal loss GANs,"We propose a novel alternative loss function termed Incremental Focal Loss (IFL), which is demonstrated to apparently boost training of GANs.",IPM,New Algorithm or Method or Technology,New Algorithm or Method or Technology,1,New Algorithm or Method or Technology,,,,,,,,,,,,,,,,,,,
Incremental focal loss GANs,We proposed an enhanced self-attention (ESA) mechanism to improve the representational capacity of deep features in the generator.,IPM,New Algorithm or Method or Technology,New Algorithm or Method or Technology,1,New Algorithm or Method or Technology,,,,,,,,,,,,,,,,,,,
Incremental focal loss GANs,"Both IFL and ESA can be applied to various unsupervised or conditional GANs, and are promising to improve the quality of generated images.",IPM,Performance Evaluation,Performance Evaluation,1,Performance Evaluation,,,,,,,,,,,,,,,,,,,
ViSSa: Recognizing the appropriateness of videos on social media with on-demand crowdsourcing,We propose a novel crowd-powered model to detect appropriateness of the videos on social media,IPM,Model Construction,Model Construction,1,Model Construction,,,,,,,,,,,,,,,,,,,
ViSSa: Recognizing the appropriateness of videos on social media with on-demand crowdsourcing,Our experiments with 47 crowd contributors demonstrate the effectiveness of the proposed approach.,IPM,Performance Evaluation,Performance Evaluation,1,Performance Evaluation,,,,,,,,,,,,,,,,,,,
ViSSa: Recognizing the appropriateness of videos on social media with on-demand crowdsourcing,The approach detects the unsafe videos with high accuracy (95%) and point out the portion of inappropriateness.,IPM,Performance Evaluation,Performance Evaluation,1,Performance Evaluation,,,,,,,,,,,,,,,,,,,
Querying XML documents using Prolog engines: When is this a good idea?,"Using Prolog to process XQuery is faster than using native XML tools, for queries that search by key or position on small datasets.",IPM,Algorithm or Method or Technology Optimization,Algorithm or Method or Technology Optimization,1,Algorithm or Method or Technology Optimization,,,,,,,,,,,,,,,,,,,
Querying XML documents using Prolog engines: When is this a good idea?,"For large datasets, or for queries that search for substrings, native XML approaches are the best option.",IPM,Algorithm or Method or Technology Optimization,Algorithm or Method or Technology Optimization,1,Algorithm or Method or Technology Optimization,,,,,,,,,,,,,,,,,,,
Querying XML documents using Prolog engines: When is this a good idea?,Results show that it is worth investing in an algorithm to automatically translate XQuery into Prolog queries.,IPM,Performance Evaluation,Performance Evaluation,1,Performance Evaluation,,,,,,,,,,,,,,,,,,,
Information Technology (IT) enabled crowdsourcing: A conceptual framework,We developed a coherent IT-enabled crowdsourcing (CS) conceptual framework.,IPM,Theory Proposal,Theory Proposal,1,Theory Proposal,,,,,,,,,,,,,,,,,,,
Information Technology (IT) enabled crowdsourcing: A conceptual framework,"The framework defines CS as a legitimate, IT-enabled form of problem-solving.",IPM,Theory Proposal,Theory Proposal,1,Theory Proposal,,,,,,,,,,,,,,,,,,,
Information Technology (IT) enabled crowdsourcing: A conceptual framework,The framework extends the IS field and helps us better understand this phenomenon.,IPM,Theory Proposal,Theory Proposal,1,Theory Proposal,,,,,,,,,,,,,,,,,,,
An effective approach to candidate retrieval for cross-language plagiarism detection: A fusion of conceptual and keyword-based schemes,Proposing a fusion approach for retrieving candidates in cross-lingual plagiarism detection that combines a conceptual-based and keyword-based retrieval models.,IPM,Theory Proposal,Theory Proposal,1,Theory Proposal,,,,,,,,,,,,,,,,,,,
An effective approach to candidate retrieval for cross-language plagiarism detection: A fusion of conceptual and keyword-based schemes,"Comprehensive assessment of the performance of conceptual models, especially the ESA model in the retrieval of candidates for cross-language plagiarism.",IPM,Performance Evaluation,Performance Evaluation,1,Performance Evaluation,,,,,,,,,,,,,,,,,,,
An effective approach to candidate retrieval for cross-language plagiarism detection: A fusion of conceptual and keyword-based schemes,Study the impact of using peak-and-plateau strategy as post processing on the output of the proposed retrieval model.,IPM,Performance Evaluation,Performance Evaluation,1,Performance Evaluation,,,,,,,,,,,,,,,,,,,
An effective approach to candidate retrieval for cross-language plagiarism detection: A fusion of conceptual and keyword-based schemes,Comparing the performance of the proposed model with the state-of-the-art approaches in cross-lingual candidate retrieval.,IPM,Performance Evaluation,Performance Evaluation,1,Performance Evaluation,,,,,,,,,,,,,,,,,,,
Multi-modal product title compression,"We design a multi-modal product title compression framework named TOPIC to consider multiple modalities of inputs for better short product titles generation. To the best of our knowledge, this is the first work to incorporate visual and textual features to boost the performance of product title compression in e-commerce.",IPM,Model Construction,Model Construction,1,Model Construction,,,,,,,,,,,,,,,,,,,
Multi-modal product title compression,"We present a cross- and intr-modal attention unit, which is able to encode the visual and textual information as context simultaneously. Meanwhile, considering that extractive-based methods may have the reorder problem, we further introduce the reinforcement learning to solve this problem",IPM,Model Construction,Model Construction,1,Model Construction,,,,,,,,,,,,,,,,,,,
Multi-modal product title compression,"We construct a multi-modal product title compression corpus from a real e-commerce platform. The experimental results on this dataset demonstrate that our proposed system outperforms the state-of-the-art methods. Meanwhile, we have released the dataset and implementation to facilitate the research community",IPM,Performance Evaluation,Performance Evaluation,1,Performance Evaluation,,,,,,,,,,,,,,,,,,,
Arabic text classification using deep learning models,We introduce two new large well-annotated corpora of Arabic text collected from several news portals. All datasets are available for the research community on Arabic computational linguistics,IPM,Dataset Creation,Dataset Creation,1,Dataset Creation,,,,,,,,,,,,,,,,,,,
Arabic text classification using deep learning models,"Finally, we conduct extensive experiments to show the effectiveness of the proposed datasets and deep learning models. The models achieve superior performance and the significant results affirm the suitability of such classifiers.",IPM,Performance Evaluation,Performance Evaluation,1,Performance Evaluation,,,,,,,,,,,,,,,,,,,
Discovering attractive segments in the user-generated video streams,"We build a dataset, which includes video and time-sync comments, for segment popularity prediction.",IPM,Dataset Creation,Dataset Creation,1,Dataset Creation,,,,,,,,,,,,,,,,,,,
