Contributions,Source,Labels,,,,
"our research aims to develop a distributed knowledge-based clinical autocoding system that would leverage on NLP and ML techniques, where a human coders will give their queries to the coding system and in revert the system will suggest a set of clinical codes",ACL,Theory Proposal,,,,
"we describe a simple yet effective approach to merge lexicon information with
an attention LSTM model for ABSA in order to
leverage both the power of deep neural networks
and existing linguistic resources, so that the framework becomes more flexible and robust without
requiring additional labeled data",ACL,Model Optimization,,,,
a better way is to utilize the system to assist human creation. The human-machine collaboration mechanism in Jiuge system can not only improve the emotions and semantics of generated poems but also guide and teach beginners to understand the poetic creation process.,ACL,Performance Evaluation,,,,
"we design and construct a real-world online platform that offers PhD graduates a dedicated job search functionality, as well as helps governments, universities, and employers in increasing the understanding of different industries’ absorption of PhD graduates.",ACL,New Algorithm or Method or Technology,,,,
"We introduce Texar, a general-purpose text generation toolkit aiming to support popular and
emerging applications in the field, by providing researchers and practitioners a unified and flexible framework for building their models.
Texar has two versions, building upon TensorFlow
(tensorflow.org) and PyTorch (pytorch.
org), respectively, with the same uniform design",ACL,New Algorithm or Method or Technology,,,,
"we present an open source modular tool dedicated to automatic summarization. Written in Java, it is designed to first answer the lack of such a tool and so provide the community with an easy-to-use summarization tool, to allow a straightforward maintenance of existing modules and development of new modules, and to allow methods comparison in a unified framework.",ACL,New Algorithm or Method or Technology,,,,
"We present a prototype vocabulary
learning system, Linggle Booster, that applies
the method to corpora and web pages. Evaluation on a set of target words shows that the
method has reasonably good performance in
terms of generating useful and correct information for vocabulary learning.",ACL,New Algorithm or Method or Technology,,,,
"We will introduce researchers to state-of-theart methods for constructing resource-light crosslingual word representations and discuss their applicability in a broad range of downstream NLP
applications, covering bilingual lexicon induction,
machine translation (both neural and phrase-based),
dialogue, and information retrieval tasks",ACL,Model Optimization,,,,
"Classification models that can generalize to different health contexts would be greatly beneficial to researchers in these fields (e.g., (Payam and Eugene, 2018)), as this would allow researchers to more easily apply existing tools and resources to new problems",ACL,Algorithm or Method or Technology Optimization,,,,
"we present a MedNorm corpus consisting of 27,979 textual descriptions (phrases) simultaneously mapped to both MedDRA and SNOMED-CT, that have been sourced from five publicly available datasets across biomedical and social media domains. To combine them, we designed a data harmonisation pipeline that can be re-used in the future to integrate new datasets into the corpus or applied in relevant annotation and data processing tasks.",ACL,Dataset Creation,,,,
